en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
indium-111 WBC scan,インジウム111白血球造影,surgery,外科手術,Nuclear medicine procedure,,Q6025174
PTSD Symptom Scale – Self-Report Version,PTSD症状尺度自己記入版,surgery,外科手術,medical diagnostic method,,Q7121038
reflexology,リフレクソロジー,surgery,外科手術,alternative medical practice involving pressure to specific points on the feet and hands,体の特定部位を押せば別な部位に変化が起こるという疑似科学の考えに基づき、疲労の改善などをはかる代替療法,Q449058
transgender hormone therapy,トランスジェンダー・ホルモン療法,surgery,外科手術,form of HRT in which sex hormones and other hormonal medications are administered to transgender or gender variant individuals for the purpose of more closely aligning their secondary sexual characteristics with their gender identity,,Q5903802
Kampo,漢方医学,surgery,外科手術,"system of diagnosis, therapy and study of traditional Chinese medicine in Japan",漢方薬を投与する日本の医学体系,Q403356
myocardial perfusion imaging,心筋灌流イメージング,surgery,外科手術,medical test,,Q1956679
audiologist,聴能学,surgery,外科手術,health professional in hearing and other auditory problems such as tinnitus and balance,,Q1644347
analytical psychology,分析心理学,surgery,外科手術,Jungian theories,,Q245179
Masson's trichrome stain,マッソン・トリクローム染色,surgery,外科手術,Biological staining procedure used in study of tissues,,Q3325848
Hospital Anxiety and Depression Scale,病院不安抑うつ尺度,surgery,外科手術,self-report mood disorder questionnaire,,Q17027611
dialectical behavior therapy,弁証法的行動療法,surgery,外科手術,evidence-based psychotherapy designed to help people with emotional dysregulation such as in borderline personality disorder,,Q1208421
Yale–Brown Obsessive Compulsive Scale,エール・ブラウン強迫尺度,surgery,外科手術,test to rate the severity of obsessive–compulsive disorder (OCD) symptoms,,Q4330010
Kohs block design test,コース立方体組み合わせテスト,surgery,外科手術,psychological test,,Q6426144
lobectomy,肺葉切除,surgery,外科手術,surgical excision of a lobe,,Q2460111
May-Grünwald stain,メイ-グリュンワルド染色,surgery,外科手術,,,Q22965514
Transcendental Meditation,超越瞑想,surgery,外科手術,silent mental practice of focus on a particular mantra to improve one's mind,,Q558571
thrombectomy,血栓除去術,surgery,外科手術,surgical removal of a blood clot from a blood vessel,,Q2429588
3D Test of Antisemitism,反セム主義の3Dテスト,surgery,外科手術,three criteria aiming to distinguish criticism of Israel and antisemitism,,Q4636303
vaccine,ワクチン,surgery,外科手術,"substance used to stimulate the production of antibodies and provide immunity against one or several diseases, agent of a disease, its products, or a synthetic substitute",感染症の予防に用いる医薬品,Q134808
aromatherapy,アロマテラピー,surgery,外科手術,usage of aromatic materials for improving well-being,,Q206202
Beck Anxiety Inventory,ベック不安尺度,surgery,外科手術,psychological assessment tool,,Q4878596
Johrei,浄霊,surgery,外科手術,type of energy healing,,Q4387545
Rolfing,ロルフィング,surgery,外科手術,holistic system of soft tissue manipulation and movement education,,Q1781074
lithotomy position,砕石位,surgery,外科手術,childbirth position,,Q1081093
apitherapy,アピセラピー,surgery,外科手術,alternative medical treatment that uses bee venom and other bee products.,,Q618690
Schuessler mineral,シュスラーザルツ療法,surgery,外科手術,kalium phosphoricum,,Q1642133
craniosacral therapy,クラニオセイクラル・セラピー,surgery,外科手術,pseudoscientific alternative medicine technique,,Q781075
Gua Sha,刮痧（かっさ）,surgery,外科手術,Pseudomedic practice in traditional Chinese medicine,,Q1552556
ozone therapy,血液クレンジング,surgery,外科手術,unproven alternative medicine,,Q1426433
orthomolecular medicine,オーソモレキュラー療法,surgery,外科手術,form of alternative medicine,,Q1386195
halotherapy,ハロセラピー,surgery,外科手術,Alternative medicine that uses salt and has no evidence nor scientific credibility.,,Q1457976
sophrology,ソフロロジー,surgery,外科手術,relaxation technique based on yoga,,Q1263718
Active Hexose Correlated Compound,AHCC,surgery,外科手術,dietary supplement,,Q1647638
Thought Field Therapy,思考場療法,surgery,外科手術,pseudoscientific fringe psychological treatment involving tapping with the fingers at meridian points on the upper body and hands,,Q763842
laryngectomy,喉頭切除術,surgery,外科手術,"surgical removal of the larynx and separation of the airway from the mouth, nose and esophagus",,Q1472065
hepatectomy,肝切除術,surgery,外科手術,surgical excision of all or part of the liver,,Q1514021
thyroid's secretory capacity,甲状腺分泌能,surgery,外科手術,maximum T4 production per time unit under stimulated condition,,Q712816
hydrotherapy,水治療法,surgery,外科手術,form of water-based therapy,,Q622676
cupping therapy,カッピング療法,surgery,外科手術,form of alternative medicine in which local suction is created on the skin,,Q461707
oncological hormonal therapy,内分泌療法,surgery,外科手術,hormone therapy for cancer; manipulation of the endocrine system through exogenous or external administration of specific hormones or hormone antagonists to cause certain cancers to cease growing or undergo cell death,,Q5903784
clitoridectomy,陰核切除,surgery,外科手術,surgical removal of the clitoris,,Q1707435
galvanism,ガルヴァーニ電気,surgery,外科手術,early study of the electrical properties of animal tissue,,Q1492797
Picture Exchange Communication System,PECS (絵カード交換式コミュニケーションシステム),surgery,外科手術,a communication teaching method for people with limited speech,,Q3083046
behavioral activation,行動活性化,surgery,外科手術,behavior therapy for treating depression,,Q1891605
shiatsu,指圧,surgery,外科手術,Japanese type of bodywork therapy based on Chinese medicine,日本の手技療法,Q833228
urine therapy,尿療法,surgery,外科手術,various applications of human urine for medicinal or cosmetic purposes,,Q606754
charmstone,チャームストーン,surgery,外科手術,stone or mineral artifact of various types,,Q1595499
sum activity of peripheral deiodinases,総末梢性デヨージナーゼ活性,surgery,外科手術,maximum amount of triiodothyronine produced per time unit under conditions of substrate saturation,,Q740624
autohemotherapy,自己血液療法,surgery,外科手術,"therapy using a patient's own blood, with various forms from quackery to low-evidence medicine",,Q1303078
shilajit,シラジット,surgery,外科手術,"thick, sticky tar-like substance",,Q1821095
orthopathy,ナチュラルハイジーン,surgery,外科手術,system of alternative medicine,,Q2260516
attachment therapy,愛着療法,surgery,外科手術,loosely identified category of mental health interventions,,Q449375
median sternotomy,胸骨正中切開,surgery,外科手術,incision in the sternum,,Q831830
jing zuo,静坐,surgery,外科手術,meditation practice,中国における瞑想法,Q6202271
eclectic medicine,折衷医療,surgery,外科手術,"19th century combination of herbalism, physical therapies and other substances",,Q5332957
trepanning,頭部穿孔,surgery,外科手術,surgical intervention; drilling a hole in the skull,,Q472953
psychoanalysis,精神分析学,surgery,外科手術,psychological theory that was founded in 1890 by the Viennese neurologist Sigmund Freud,学問の一つ,Q41630
Open Dialogue,オープン・ダイアローグ,surgery,外科手術,treatment program for schizophrenia,統合失調症に対する治療的介入の手法,Q18383305
ampelotherapy,ブドウ療法,surgery,外科手術,Treatment course with grape consumption as healing method,,Q16382962
uirō,ういろう,surgery,外科手術,traditional Japanese over-the-counter drug,大衆薬の一種,Q11260252
Peabody Picture Vocabulary Test,ピーボディー絵画語彙テスト,surgery,外科手術,psychological test,,Q7157263
State-Trait Anxiety Inventory,STAI,surgery,外科手術,psychological inventory,,Q7602980
rikkunshito,六君子湯,surgery,外科手術,Kampo drug,,Q27868225
particle therapy,粒子線治療,surgery,外科手術,fighting cancer with high-energy particles,粒子線によるがん治療,Q38276304
Novalis,ノバリス,surgery,外科手術,,定位放射線治療を行う放射線治療装置の一つ,Q12127078
sensory integration therapy,感覚統合療法,surgery,外科手術,therapy designed to treat sensory processing disorder,,Q7451132
Nuss procedure,Nuss法,surgery,外科手術,procedure for treating pectus excavatum,,Q1857461
gastric bypass surgery,胃バイパス手術,surgery,外科手術,type of bariatric surgery,,Q1813603
orchiopexy,精巣固定術,surgery,外科手術,surgery to fix a testicle into the scrotum,,Q1759591
Jesus exorcising a mute,悪霊につかれて口のきけない人をキリストがいやす,surgery,外科手術,one of the miracles of Jesus in the Gospels,,Q2637030
Bender-Gestalt Test,ベンダー・ゲシュタルト・テスト,surgery,外科手術,"psychological test that assesses visual-motor functioning, developmental disorders, and neurological impairments",ロレッタ・ベンダーによって最初に開発された心理検査,Q2916540
tobacco smoke enema,タバコ浣腸,surgery,外科手術,insufflation of tobacco smoke into the rectum,,Q17156993
ThetaHealing,シータヒーリング,surgery,外科手術,pseudoscientific alternative treatment,,Q19392367
Montgomery–Åsberg Depression Rating Scale,Montgomery Asbergうつ病評価尺度,surgery,外科手術,10-item instrument for measuring the severity of a depressive episode,,Q3577449
sympathectomy,交感神経遮断術,surgery,外科手術,procedure during which at least one sympathetic ganglion is removed,交感神経節を切除する手術,Q6128790
Anthroposophical medicine,人智医学,surgery,外科手術,form of alternative medicine,,Q574514
