en_label,ja_label,category,en_description,ja_description,qid
thyroidectomy,甲状腺切除,外科手術,total or partial removal of the thyroid gland,,Q1351681
Tuskegee syphilis experiment,タスキギー梅毒実験,外科手術,"1932—1972 human experiment in Alabama, USA",,Q1420011
thyroid's secretory capacity,甲状腺分泌能,外科手術,maximum T4 production per time unit under stimulated condition,,Q712816
hydrotherapy,水治療法,外科手術,form of water-based therapy,,Q622676
chiropractic,カイロプラクティック,外科手術,form of non-scientific healing,指圧等の手技で病気は治療出来ると主張する民間療法や非科学的思想,Q658096
cupping therapy,カッピング療法,外科手術,form of alternative medicine in which local suction is created on the skin,,Q461707
penectomy,性器切断,外科手術,surgical removal of penis,,Q967839
Cooper test,クーパーテスト,外科手術,physical fitness test,,Q909284
Framingham Heart Study,フラミンガム心臓研究,外科手術,cardiovascular cohert study,,Q1440693
sum activity of peripheral deiodinases,総末梢性デヨージナーゼ活性,外科手術,maximum amount of triiodothyronine produced per time unit under conditions of substrate saturation,,Q740624
orthomolecular psychiatry,ピロール尿症,外科手術,form of alternative medicine,不適切なヘモグロビン合成により体内でピロールが過剰なレベルになるという仮説の疾患,Q2031905
therapeutic touch,セラピューティック・タッチ,外科手術,placing of the hands of a healer on the person to be cured with intent,,Q1971438
psychic surgery,超能力手術,外科手術,medical fraud in which the practitioner creates the illusion of performing surgery,,Q2595956
crystal healing,パワーストーン,外科手術,Pseudoscientific alternative medicine technique that employs stones and crystals.,1980年代以降の日本における、石や水晶を使ったエセ科学やスピリチュアル信仰,Q2071582
attachment therapy,愛着療法,外科手術,loosely identified category of mental health interventions,,Q449375
cell fractionation,細胞分画,外科手術,cell components,,Q189029
vaccine,ワクチン,外科手術,"substance used to stimulate the production of antibodies and provide immunity against one or several diseases, agent of a disease, its products, or a synthetic substitute",感染症の予防に用いる医薬品,Q134808
aromatherapy,アロマテラピー,外科手術,usage of aromatic materials for improving well-being,,Q206202
Golgi's method,ゴルジ染色,外科手術,silver staining technique for visualizing nervous tissue under light microscopy,,Q2196894
audiologist,聴能学,外科手術,health professional in hearing and other auditory problems such as tinnitus and balance,,Q1644347
corneal transplantation,角膜移植,外科手術,surgical procedure,,Q579361
Picture Exchange Communication System,PECS (絵カード交換式コミュニケーションシステム),外科手術,a communication teaching method for people with limited speech,,Q3083046
shilajit,シラジット,外科手術,"thick, sticky tar-like substance",,Q1821095
Hartmann's operation,ハルトマン手術,外科手術,surgical resection of the rectosigmoid colon with closure of the anorectal stump and formation of an end colostomy,,Q492248
May-Grünwald,パッペンハイム染色,外科手術,histological procedure,ロマノフスキー染色の一つで、メイ・グリュンワルド染色とギムザ染色の二重染色,Q473449
Nissen fundoplication,噴門形成術,外科手術,surgical procedure to treat gastric reflux and hiatal hernia,,Q1474190
laminectomy,椎弓切除,外科手術,surgical procedure that removes a portion of the lamina,,Q1801578
pangamic acid,パンガミン酸,外科手術,alleged cure with unclear identity,,Q420405
orchiectomy,精巣摘除術,外科手術,surgical removal of one or both testicles,,Q1806228
reflexology,リフレクソロジー,外科手術,alternative medical practice involving pressure to specific points on the feet and hands,体の特定部位を押せば別な部位に変化が起こるという疑似科学の考えに基づき、疲労の改善などをはかる代替療法,Q449058
liver transplantation,肝移植,外科手術,kind of organ transplantation,,Q1368191
transgender hormone therapy,トランスジェンダー・ホルモン療法,外科手術,form of HRT in which sex hormones and other hormonal medications are administered to transgender or gender variant individuals for the purpose of more closely aligning their secondary sexual characteristics with their gender identity,,Q5903802
electroconvulsive therapy,電気けいれん療法,外科手術,medical procedure,治療法の一つ,Q131543
ThetaHealing,シータヒーリング,外科手術,pseudoscientific alternative treatment,,Q19392367
prostatectomy,前立腺切除,外科手術,surgical removal of all or part of the prostate gland,,Q1765251
oophorectomy,卵巣摘出術,外科手術,surgical removal of one or both ovaries,外科的医療処置,Q1751597
Masson's trichrome stain,マッソン・トリクローム染色,外科手術,Biological staining procedure used in study of tissues,,Q3325848
lymphadenectomy,リンパ節郭清,外科手術,surgical removal of lymph nodes (often part of breast cancer treatment),外科的治療法の一つ,Q1809305
Minnesota Starvation Experiment,ミネソタ飢餓実験,外科手術,experimentation on the effects of starvation,,Q6868446
May-Grünwald stain,メイ-グリュンワルド染色,外科手術,,,Q22965514
ice bath,氷水浴,外科手術,immersion in a body of ice water or ice,,Q5985390
Johrei,浄霊,外科手術,type of energy healing,,Q4387545
Saccharomyces boulardii,サッカロマイセス・ブラウディ,外科手術,species of fungus,,Q135368
nerve conduction study,神経伝導速度検査,外科手術,diagnostic test for nerve function,,Q380117
colon cleansing,大腸洗浄,外科手術,removal of nonspecific toxins from the colon and intestinal tract considered pseudomedicine,,Q1110546
apitherapy,アピセラピー,外科手術,alternative medical treatment that uses bee venom and other bee products.,,Q618690
virtual colonoscopy,バーチャル大腸内視鏡検査,外科手術,medical imaging of colon,,Q302481
Hamilton Rating Scale for Depression,ハミルトンうつ病評価尺度,外科手術,psychometric outcome used to quantify symptoms of depression,,Q385555
ablation,切除,外科手術,medical term for the removal or cutting of tissue,,Q1886589
neurectomy,神経切断,外科手術,surgical removal or severing of a nerve,,Q1981185
ulnar collateral ligament reconstruction,トミー・ジョン手術,外科手術,surgical graft procedure where the ulnar collateral ligament in the medial elbow is replaced,肘や靱帯に対する手術の様式のひとつ,Q948562
Psychopathy Checklist-Revised,ヘアサイコパシーチェックリスト,外科手術,psychopathy scale,,Q1033930
ozone therapy,血液クレンジング,外科手術,unproven alternative medicine,,Q1426433
DISC assessment,DISC理論,外科手術,behaviour assessment tool based on the DISC theory,,Q579890
snake-stones,蛇頂石,外科手術,"stones popularly believed to cure the bites of snakes, probably due to a porosity in their substance drawing off the poison",,Q3044492
positive disintegration,積極的分離理論,外科手術,theory of personality development viewing psychological tension and anxiety as necessary for growth,,Q3045129
Minnesota Multiphasic Personality Inventory,ミネソタ多面人格目録,外科手術,personality test used in clinical psychology evaluations,,Q556298
orthomolecular medicine,オーソモレキュラー療法,外科手術,form of alternative medicine,,Q1386195
halotherapy,ハロセラピー,外科手術,Alternative medicine that uses salt and has no evidence nor scientific credibility.,,Q1457976
magnet therapy,磁気治療器,外科手術,pseudoscientific alternative medicine practice,,Q1128259
Nuss procedure,Nuss法,外科手術,procedure for treating pectus excavatum,,Q1857461
moxibustion,灸,外科手術,Chinese medicine therapy,艾を皮膚上で燃焼させておこなう伝統的な代替医療、民間療法,Q937737
audiology,聴能学,外科手術,"branch of science that studies hearing, balance, and related disorders",,Q569965
analytical psychology,分析心理学,外科手術,Jungian theories,,Q245179
vein stripping,静脈ストリッピング,外科手術,surgical procedure,,Q1239984
galvanism,ガルヴァーニ電気,外科手術,early study of the electrical properties of animal tissue,,Q1492797
gastric bypass surgery,胃バイパス手術,外科手術,type of bariatric surgery,,Q1813603
Beck Depression Inventory,ベックうつ病尺度,外科手術,21-question multiple-choice self-report inventory,,Q813655
transarterial chemoembolization,化学塞栓療法,外科手術,medical procedure,,Q221788
Electrophysiology study,電気生理学検査,外科手術,Medical test.,,Q356991
lobectomy,肺葉切除,外科手術,surgical excision of a lobe,,Q2460111
urine therapy,尿療法,外科手術,various applications of human urine for medicinal or cosmetic purposes,,Q606754
projectional radiography,単純X線撮影,外科手術,formation of a 2D images using X-rays,,Q3610264
charmstone,チャームストーン,外科手術,stone or mineral artifact of various types,,Q1595499
autohemotherapy,自己血液療法,外科手術,"therapy using a patient's own blood, with various forms from quackery to low-evidence medicine",,Q1303078
chondrolaryngoplasty,喉頭隆起削除術,外科手術,surgical procedure,,Q1968653
median sternotomy,胸骨正中切開,外科手術,incision in the sternum,,Q831830
Transcendental Meditation,超越瞑想,外科手術,silent mental practice of focus on a particular mantra to improve one's mind,,Q558571
thrombectomy,血栓除去術,外科手術,surgical removal of a blood clot from a blood vessel,,Q2429588
